noted_date,temp,out/in
30-11-2018 00:56,36,Out
30-11-2018 00:52,35,Out
30-11-2018 00:50,36,Out
30-11-2018 00:48,35,Out
30-11-2018 00:46,36,Out
30-11-2018 00:42,35,Out
30-11-2018 00:40,35,Out
30-11-2018 00:38,35,Out
30-11-2018 00:36,35,Out
30-11-2018 00:34,36,Out
30-11-2018 00:20,35,Out
30-11-2018 00:18,36,Out
30-11-2018 00:16,35,Out
30-11-2018 00:12,36,Out
30-11-2018 00:08,35,Out
29-11-2018 23:54,36,Out
29-11-2018 23:50,36,Out
29-11-2018 23:48,37,Out
29-11-2018 23:40,36,Out
29-11-2018 23:38,35,Out
29-11-2018 23:34,37,Out
29-11-2018 23:20,36,Out
29-11-2018 23:18,35,Out
29-11-2018 23:14,36,Out
29-11-2018 23:10,37,Out
29-11-2018 23:04,37,Out
29-11-2018 22:36,36,Out
29-11-2018 22:32,35,Out
29-11-2018 22:28,36,Out
29-11-2018 22:26,35,Out
29-11-2018 22:24,37,Out
29-11-2018 22:22,36,Out
29-11-2018 22:20,37,Out
29-11-2018 22:18,36,Out
29-11-2018 22:12,36,Out
29-11-2018 22:10,36,Out
29-11-2018 22:08,36,Out
29-11-2018 22:06,37,Out
29-11-2018 22:04,37,Out
29-11-2018 22:02,36,Out
29-11-2018 21:56,37,Out
29-11-2018 21:54,36,Out
29-11-2018 21:50,37,Out
29-11-2018 21:48,36,Out
29-11-2018 21:46,37,Out
29-11-2018 21:42,36,Out
29-11-2018 21:40,37,Out
29-11-2018 21:38,36,Out
29-11-2018 21:34,36,Out
29-11-2018 21:32,36,Out
29-11-2018 21:30,35,Out
29-11-2018 21:28,35,Out
29-11-2018 21:26,35,Out
29-11-2018 21:24,36,Out
29-11-2018 21:22,35,Out
29-11-2018 21:20,36,Out
29-11-2018 21:18,36,Out
29-11-2018 21:16,35,Out
29-11-2018 21:14,34,Out
29-11-2018 21:12,35,Out
29-11-2018 21:10,35,Out
29-11-2018 21:08,34,Out
29-11-2018 21:06,33,Out
29-11-2018 21:04,33,Out
29-11-2018 20:58,33,Out
29-11-2018 20:56,34,Out
29-11-2018 20:52,33,Out
29-11-2018 20:50,33,Out
29-11-2018 20:48,34,Out
29-11-2018 20:46,34,Out
29-11-2018 20:44,35,Out
29-11-2018 20:42,35,Out
29-11-2018 20:40,36,Out
29-11-2018 20:24,37,Out
29-11-2018 20:22,36,Out
29-11-2018 20:18,37,Out
29-11-2018 20:16,36,Out
29-11-2018 20:12,37,Out
29-11-2018 20:10,37,Out
29-11-2018 19:54,37,Out
29-11-2018 19:42,37,Out
29-11-2018 19:40,36,Out
29-11-2018 19:38,37,Out
29-11-2018 19:36,36,Out
29-11-2018 19:28,37,Out
29-11-2018 19:24,36,Out
29-11-2018 19:20,37,Out
29-11-2018 19:18,36,Out
29-11-2018 19:10,37,Out
29-11-2018 19:08,36,Out
29-11-2018 18:58,37,Out
29-11-2018 18:52,37,Out
29-11-2018 18:48,37,Out
29-11-2018 18:46,38,Out
29-11-2018 18:42,37,Out
29-11-2018 18:40,37,Out
29-11-2018 18:38,36,Out
29-11-2018 18:36,38,Out
29-11-2018 18:32,37,Out
29-11-2018 18:30,38,Out
29-11-2018 18:28,37,Out
29-11-2018 18:26,38,Out
29-11-2018 18:22,38,Out
29-11-2018 18:20,37,Out
29-11-2018 18:16,37,Out
29-11-2018 18:14,37,Out
29-11-2018 18:12,37,Out
29-11-2018 18:10,37,Out
29-11-2018 18:06,38,Out
29-11-2018 18:04,37,Out
29-11-2018 17:58,37,Out
29-11-2018 17:54,37,Out
29-11-2018 17:52,38,Out
29-11-2018 17:46,37,Out
29-11-2018 17:38,38,Out
29-11-2018 17:34,37,Out
29-11-2018 17:32,38,Out
29-11-2018 17:24,38,Out
29-11-2018 17:22,37,Out
29-11-2018 17:20,38,Out
29-11-2018 17:16,39,Out
29-11-2018 17:02,38,Out
29-11-2018 16:58,37,Out
29-11-2018 16:54,38,Out
29-11-2018 16:50,37,Out
29-11-2018 16:46,38,Out
29-11-2018 16:42,37,Out
29-11-2018 16:40,38,Out
29-11-2018 16:38,37,Out
29-11-2018 16:36,38,Out
29-11-2018 16:34,36,Out
29-11-2018 16:30,38,Out
29-11-2018 16:27,37,Out
29-11-2018 16:23,38,Out
29-11-2018 16:21,37,Out
29-11-2018 16:19,38,Out
29-11-2018 16:17,38,Out
29-11-2018 16:15,37,Out
29-11-2018 16:05,38,Out
29-11-2018 16:03,38,Out
29-11-2018 16:01,37,Out
29-11-2018 15:59,38,Out
29-11-2018 15:57,37,Out
29-11-2018 15:43,38,Out
29-11-2018 15:41,39,Out
29-11-2018 15:39,37,Out
29-11-2018 15:37,39,Out
29-11-2018 15:35,38,Out
29-11-2018 15:27,39,Out
29-11-2018 15:21,38,Out
29-11-2018 15:17,39,Out
29-11-2018 15:11,38,Out
29-11-2018 15:07,39,Out
29-11-2018 15:05,38,Out
29-11-2018 15:03,38,Out
29-11-2018 15:01,39,Out
29-11-2018 14:47,39,Out
29-11-2018 14:43,39,Out
29-11-2018 14:39,39,Out
29-11-2018 14:37,39,Out
29-11-2018 14:35,39,Out
29-11-2018 14:23,38,Out
29-11-2018 14:21,38,Out
29-11-2018 14:19,38,Out
29-11-2018 13:53,39,Out
29-11-2018 13:51,39,Out
29-11-2018 13:46,40,Out
29-11-2018 13:45,39,Out
29-11-2018 13:43,40,Out
29-11-2018 13:41,39,Out
29-11-2018 13:38,40,Out
29-11-2018 13:27,40,Out
29-11-2018 13:19,40,Out
29-11-2018 13:17,39,Out
29-11-2018 13:15,40,Out
29-11-2018 13:13,39,Out
29-11-2018 13:10,40,Out
29-11-2018 13:07,41,Out
29-11-2018 13:07,40,Out
29-11-2018 13:05,41,Out
29-11-2018 13:02,40,Out
29-11-2018 13:01,40,Out
29-11-2018 13:00,41,Out
29-11-2018 12:59,41,Out
29-11-2018 12:51,40,Out
29-11-2018 12:31,41,Out
29-11-2018 12:27,41,Out
29-11-2018 12:25,40,Out
29-11-2018 12:13,41,Out
29-11-2018 12:11,40,Out
29-11-2018 12:07,41,Out
29-11-2018 12:05,40,Out
29-11-2018 12:03,41,Out
29-11-2018 12:02,42,Out
29-11-2018 12:01,41,Out
29-11-2018 12:01,42,Out
29-11-2018 11:59,42,Out
29-11-2018 11:59,41,Out
29-11-2018 11:58,41,Out
29-11-2018 11:57,42,Out
29-11-2018 11:55,41,Out
29-11-2018 11:55,42,Out
29-11-2018 11:51,43,Out
29-11-2018 11:49,42,Out
29-11-2018 11:47,41,Out
29-11-2018 11:45,42,Out
29-11-2018 11:43,43,Out
29-11-2018 11:27,42,Out
29-11-2018 11:25,43,Out
29-11-2018 11:21,42,Out
29-11-2018 11:19,41,Out
29-11-2018 11:11,42,Out
29-11-2018 11:07,43,Out
29-11-2018 10:57,42,Out
29-11-2018 10:55,41,Out
29-11-2018 10:47,42,Out
29-11-2018 10:45,41,Out
29-11-2018 10:43,42,Out
29-11-2018 10:41,41,Out
29-11-2018 10:39,42,Out
29-11-2018 10:35,43,Out
29-11-2018 10:33,42,Out
29-11-2018 10:31,43,Out
29-11-2018 10:25,42,Out
29-11-2018 10:23,43,Out
29-11-2018 10:21,41,Out
29-11-2018 10:15,42,Out
29-11-2018 10:13,43,Out
29-11-2018 10:09,42,Out
29-11-2018 10:07,43,Out
29-11-2018 10:01,42,Out
29-11-2018 10:00,41,Out
29-11-2018 09:58,42,Out
29-11-2018 09:54,43,Out
29-11-2018 09:53,43,Out
29-11-2018 09:43,42,Out
29-11-2018 09:35,41,Out
29-11-2018 09:33,40,Out
29-11-2018 09:31,41,Out
29-11-2018 09:29,40,Out
29-11-2018 09:27,41,Out
29-11-2018 09:23,40,Out
29-11-2018 09:21,39,Out
29-11-2018 09:17,40,Out
29-11-2018 09:15,39,Out
29-11-2018 09:15,41,Out
29-11-2018 09:14,41,Out
29-11-2018 09:10,42,Out
29-11-2018 09:06,42,Out
29-11-2018 09:00,41,Out
29-11-2018 08:57,39,Out
29-11-2018 08:55,39,Out
29-11-2018 08:46,40,Out
29-11-2018 08:44,39,Out
29-11-2018 08:42,39,Out
29-11-2018 08:40,38,Out
29-11-2018 08:38,39,Out
29-11-2018 08:36,40,Out
29-11-2018 08:32,41,Out
29-11-2018 08:30,40,Out
29-11-2018 08:28,40,Out
29-11-2018 08:26,39,Out
29-11-2018 08:24,40,Out
29-11-2018 08:22,41,Out
29-11-2018 08:18,42,Out
29-11-2018 08:18,41,Out
29-11-2018 08:17,41,Out
29-11-2018 08:16,41,Out
29-11-2018 08:14,42,Out
29-11-2018 08:12,41,Out
29-11-2018 08:10,42,Out
29-11-2018 08:06,41,Out
29-11-2018 08:04,40,Out
29-11-2018 07:54,41,Out
29-11-2018 07:52,40,Out
29-11-2018 07:51,40,Out
29-11-2018 07:49,41,Out
29-11-2018 07:47,41,Out
29-11-2018 07:45,40,Out
29-11-2018 07:43,43,Out
29-11-2018 07:43,41,Out
29-11-2018 07:41,41,Out
29-11-2018 07:39,42,Out
29-11-2018 07:29,41,Out
29-11-2018 07:27,41,Out
29-11-2018 07:26,41,Out
29-11-2018 07:24,40,Out
29-11-2018 07:22,41,Out
29-11-2018 07:20,41,Out
29-11-2018 07:18,41,Out
29-11-2018 07:14,40,Out
29-11-2018 07:12,41,Out
29-11-2018 07:10,40,Out
29-11-2018 07:08,41,Out
29-11-2018 07:06,40,Out
29-11-2018 07:04,41,Out
29-11-2018 07:02,39,Out
29-11-2018 07:00,41,Out
29-11-2018 06:58,40,Out
29-11-2018 06:56,40,Out
29-11-2018 06:52,41,Out
29-11-2018 06:50,40,Out
29-11-2018 06:44,40,Out
29-11-2018 06:42,40,Out
29-11-2018 06:40,40,Out
29-11-2018 06:36,40,Out
29-11-2018 06:34,39,Out
29-11-2018 06:32,39,Out
29-11-2018 06:30,40,Out
29-11-2018 06:28,41,Out
29-11-2018 06:26,40,Out
29-11-2018 06:24,41,Out
29-11-2018 06:12,40,Out
29-11-2018 06:10,39,Out
29-11-2018 06:08,40,Out
29-11-2018 06:06,39,Out
29-11-2018 06:02,40,Out
29-11-2018 05:58,39,Out
29-11-2018 05:56,40,Out
29-11-2018 05:54,39,Out
29-11-2018 05:52,40,Out
29-11-2018 05:50,40,Out
29-11-2018 05:48,40,Out
29-11-2018 05:46,40,Out
29-11-2018 05:44,39,Out
29-11-2018 05:42,40,Out
29-11-2018 05:40,39,Out
29-11-2018 05:38,40,Out
29-11-2018 05:36,39,Out
29-11-2018 05:32,39,Out
29-11-2018 05:30,39,Out
29-11-2018 05:28,38,Out
29-11-2018 05:26,39,Out
29-11-2018 05:24,38,Out
29-11-2018 05:22,39,Out
29-11-2018 05:20,39,Out
29-11-2018 05:18,38,Out
29-11-2018 05:16,39,Out
29-11-2018 05:14,38,Out
29-11-2018 05:12,39,Out
29-11-2018 05:10,38,Out
29-11-2018 05:08,39,Out
29-11-2018 05:04,38,Out
29-11-2018 05:02,39,Out
29-11-2018 04:56,39,Out
29-11-2018 04:54,38,Out
29-11-2018 04:52,38,Out
29-11-2018 04:50,37,Out
29-11-2018 04:46,38,Out
29-11-2018 04:44,37,Out
29-11-2018 04:42,38,Out
29-11-2018 04:40,37,Out
29-11-2018 04:38,38,Out
29-11-2018 04:36,37,Out
29-11-2018 04:36,38,Out
29-11-2018 04:34,37,Out
29-11-2018 04:33,38,Out
29-11-2018 04:31,37,Out
29-11-2018 04:30,38,Out
29-11-2018 04:28,37,Out
29-11-2018 04:26,38,Out
29-11-2018 04:24,37,Out
29-11-2018 04:20,37,Out
29-11-2018 04:18,38,Out
29-11-2018 04:16,37,Out
29-11-2018 04:12,38,Out
29-11-2018 04:06,37,Out
29-11-2018 04:04,38,Out
29-11-2018 04:00,37,Out
29-11-2018 03:58,38,Out
29-11-2018 03:54,37,Out
29-11-2018 03:52,36,Out
29-11-2018 03:38,37,Out
29-11-2018 03:36,36,Out
29-11-2018 03:34,37,Out
29-11-2018 03:32,36,Out
29-11-2018 03:30,36,Out
29-11-2018 03:28,36,Out
29-11-2018 03:26,35,Out
29-11-2018 03:24,36,Out
29-11-2018 03:22,36,Out
29-11-2018 03:06,36,Out
29-11-2018 02:58,36,Out
29-11-2018 02:57,37,Out
29-11-2018 02:56,37,Out
29-11-2018 02:50,36,Out
29-11-2018 02:48,36,Out
29-11-2018 02:44,36,Out
29-11-2018 02:42,36,Out
29-11-2018 02:41,36,Out
29-11-2018 02:40,36,Out
29-11-2018 02:38,37,Out
29-11-2018 02:36,36,Out
29-11-2018 02:34,36,Out
29-11-2018 02:31,36,Out
29-11-2018 02:30,36,Out
29-11-2018 02:27,36,Out
29-11-2018 02:26,36,Out
29-11-2018 02:23,36,Out
29-11-2018 02:14,36,Out
29-11-2018 02:13,37,Out
29-11-2018 02:13,36,Out
29-11-2018 02:11,37,Out
29-11-2018 02:01,36,Out
29-11-2018 01:59,37,Out
29-11-2018 01:57,36,Out
29-11-2018 01:53,37,Out
29-11-2018 01:45,36,Out
29-11-2018 01:43,36,Out
29-11-2018 01:41,38,Out
29-11-2018 01:41,37,Out
29-11-2018 01:37,36,Out
29-11-2018 01:36,36,Out
29-11-2018 01:35,38,Out
29-11-2018 01:33,36,Out
29-11-2018 01:32,37,Out
29-11-2018 01:31,37,Out
29-11-2018 01:19,36,Out
29-11-2018 01:17,37,Out
29-11-2018 01:15,36,Out
29-11-2018 01:11,37,Out
29-11-2018 01:07,36,Out
29-11-2018 01:05,37,Out
29-11-2018 01:01,36,Out
29-11-2018 00:59,36,Out
29-11-2018 00:57,37,Out
29-11-2018 00:47,36,Out
29-11-2018 00:41,37,Out
29-11-2018 00:37,36,Out
29-11-2018 00:35,37,Out
29-11-2018 00:33,36,Out
29-11-2018 00:29,37,Out
29-11-2018 00:25,36,Out
29-11-2018 00:24,37,Out
29-11-2018 00:23,37,Out
29-11-2018 00:19,36,Out
29-11-2018 00:15,37,Out
29-11-2018 00:13,36,Out
29-11-2018 00:11,37,Out
29-11-2018 00:09,36,Out
29-11-2018 00:07,37,Out
29-11-2018 00:01,36,Out
28-11-2018 23:59,37,Out
28-11-2018 23:43,36,Out
28-11-2018 23:41,36,Out
28-11-2018 23:37,36,Out
28-11-2018 23:35,36,Out
28-11-2018 23:29,36,Out
28-11-2018 23:25,37,Out
28-11-2018 23:22,37,Out
28-11-2018 23:21,36,Out
28-11-2018 23:21,37,Out
28-11-2018 23:20,37,Out
28-11-2018 23:19,36,Out
28-11-2018 23:17,37,Out
28-11-2018 23:15,36,Out
28-11-2018 23:11,37,Out
28-11-2018 23:09,36,Out
28-11-2018 22:39,37,Out
28-11-2018 22:37,37,Out
28-11-2018 22:25,37,Out
28-11-2018 22:23,37,Out
28-11-2018 22:21,36,Out
28-11-2018 22:15,37,Out
28-11-2018 22:13,36,Out
28-11-2018 22:09,37,Out
28-11-2018 22:07,36,Out
28-11-2018 22:05,37,Out
28-11-2018 22:03,37,Out
28-11-2018 22:01,36,Out
28-11-2018 21:59,37,Out
28-11-2018 21:57,37,Out
28-11-2018 21:53,37,Out
28-11-2018 21:51,36,Out
28-11-2018 21:49,37,Out
28-11-2018 21:45,36,Out
28-11-2018 21:41,37,Out
28-11-2018 21:39,36,Out
28-11-2018 21:35,36,Out
28-11-2018 21:29,37,Out
28-11-2018 21:27,36,Out
28-11-2018 21:23,37,Out
28-11-2018 21:21,36,Out
28-11-2018 21:17,37,Out
28-11-2018 21:15,36,Out
28-11-2018 21:13,37,Out
28-11-2018 21:11,37,Out
28-11-2018 21:07,37,Out
28-11-2018 20:41,37,Out
28-11-2018 20:39,37,Out
28-11-2018 20:35,38,Out
28-11-2018 20:31,37,Out
28-11-2018 20:29,38,Out
28-11-2018 20:27,38,Out
28-11-2018 20:15,38,Out
28-11-2018 20:13,37,Out
28-11-2018 20:11,38,Out
28-11-2018 20:07,37,Out
28-11-2018 20:05,38,Out
28-11-2018 20:03,37,Out
28-11-2018 19:59,38,Out
28-11-2018 19:57,38,Out
28-11-2018 19:55,37,Out
28-11-2018 19:49,37,Out
28-11-2018 19:45,38,Out
28-11-2018 19:43,37,Out
28-11-2018 19:39,38,Out
28-11-2018 19:37,37,Out
28-11-2018 19:35,38,Out
28-11-2018 19:33,38,Out
28-11-2018 19:33,37,Out
28-11-2018 19:31,37,Out
28-11-2018 19:30,37,Out
28-11-2018 19:29,37,Out
28-11-2018 19:27,38,Out
28-11-2018 19:27,37,Out
28-11-2018 19:26,37,Out
28-11-2018 19:25,37,Out
28-11-2018 19:24,38,Out
28-11-2018 19:23,37,Out
28-11-2018 19:21,37,Out
28-11-2018 19:17,38,Out
28-11-2018 19:15,37,Out
28-11-2018 19:13,38,Out
28-11-2018 19:12,37,Out
28-11-2018 19:11,37,Out
28-11-2018 19:05,37,Out
28-11-2018 19:02,36,Out
28-11-2018 19:01,37,Out
28-11-2018 18:59,36,Out
28-11-2018 18:59,37,Out
28-11-2018 18:57,37,Out
28-11-2018 18:45,37,Out
28-11-2018 18:41,37,Out
28-11-2018 18:39,36,Out
28-11-2018 18:37,37,Out
28-11-2018 18:35,38,Out
28-11-2018 18:25,37,Out
28-11-2018 18:23,37,Out
28-11-2018 18:17,38,Out
28-11-2018 18:05,37,Out
28-11-2018 18:03,38,Out
28-11-2018 17:59,38,Out
28-11-2018 17:57,37,Out
28-11-2018 17:55,38,Out
28-11-2018 17:53,38,Out
28-11-2018 17:51,37,Out
28-11-2018 17:45,38,Out
28-11-2018 17:43,38,Out
28-11-2018 17:41,39,Out
28-11-2018 17:39,38,Out
28-11-2018 17:37,38,Out
28-11-2018 17:35,39,Out
28-11-2018 17:27,38,Out
28-11-2018 17:25,38,Out
28-11-2018 17:21,38,Out
28-11-2018 17:19,39,Out
28-11-2018 17:11,38,Out
28-11-2018 17:09,39,Out
28-11-2018 17:07,38,Out
28-11-2018 17:01,39,Out
28-11-2018 16:59,38,Out
28-11-2018 16:57,39,Out
28-11-2018 16:55,38,Out
28-11-2018 16:53,39,Out
28-11-2018 16:51,37,Out
28-11-2018 16:47,39,Out
28-11-2018 16:45,39,Out
28-11-2018 16:39,38,Out
28-11-2018 16:37,39,Out
28-11-2018 16:35,38,Out
28-11-2018 16:33,39,Out
28-11-2018 16:31,38,Out
28-11-2018 16:29,38,Out
28-11-2018 16:27,39,Out
28-11-2018 16:25,38,Out
